Activity on Company Forums,EmployeeLeft,Hired through SMTP,National Origin (code),Negative Review in Past 5 Years,"Survey, Relative, Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Environment","Survey, Relative, Peer's Average Attitude toward Resources","Survey, Relative, Peer's Average Attitude toward WorkType","Survey, Relative, Peer's Average Attitude toward Workload","Survey, Relative, Peer's Average Review of Employee",University
45.0,0.0,1,5,1,2,1,5,1,6,3,University of Commerce Luigi Bocconi
35.0,1.0,1,5,1,5,3,4,3,6,6,Smolensk Humanitarian University
38.0,0.0,1,6,1,5,2,3,1,4,4,Rice University
40.0,0.0,0,5,1,4,6,1,2,4,2,Rice University
29.0,1.0,0,5,0,1,2,1,3,2,5,Smolensk Humanitarian University
30.0,1.0,0,5,1,1,4,1,6,1,6,Smolensk Humanitarian University
40.0,1.0,0,5,1,1,4,2,2,6,4,Kyrgyz National University
51.0,0.0,1,4,0,1,5,2,2,3,2,Smolensk Humanitarian University
27.0,1.0,1,4,1,3,3,1,1,1,5,Kyrgyz National University
13.0,1.0,0,4,1,5,1,2,5,6,6,Smolensk Humanitarian University
40.0,0.0,1,4,0,2,1,2,1,6,2,University of Commerce Luigi Bocconi
33.0,0.0,1,2,1,1,5,1,1,5,6,University of Commerce Luigi Bocconi
38.0,0.0,0,4,0,1,3,2,2,6,4,Kyrgyz National University
50.0,1.0,1,4,0,3,3,1,2,5,1,Kyrgyz National University
28.0,0.0,0,0,1,1,1,1,3,4,6,Rice University
33.0,1.0,0,5,1,5,2,4,1,1,4,Universitas Negeri Jakarta
27.0,1.0,0,7,0,2,5,1,1,3,1,Rice University
40.0,1.0,1,5,0,4,4,1,2,3,1,Rice University
35.0,1.0,1,5,0,2,1,2,1,3,3,Kyrgyz National University
39.0,1.0,1,3,0,1,6,2,1,6,1,Rice University
32.0,1.0,0,5,0,5,4,1,8,5,6,Americanos College
38.0,1.0,0,2,0,5,2,3,7,3,4,Kyrgyz National University
33.0,0.0,0,4,1,1,6,1,1,3,6,Kyrgyz National University
41.0,1.0,1,2,0,5,5,3,2,3,3,Smolensk Humanitarian University
36.0,1.0,1,3,1,4,1,3,3,6,3,Kyrgyz National University
25.0,0.0,0,1,0,1,4,3,2,5,4,Americanos College
40.0,0.0,0,3,0,2,4,1,1,6,6,Americanos College
34.0,0.0,1,0,0,2,4,1,3,4,4,Universitas Pasundan
30.0,0.0,0,4,0,1,3,1,4,1,1,Smolensk Humanitarian University
33.0,1.0,0,5,1,1,4,4,5,3,1,Kyrgyz National University
36.0,1.0,1,7,1,3,5,2,1,6,3,Americanos College
23.0,1.0,1,4,0,2,4,3,7,4,6,Rice University
38.0,1.0,1,6,0,5,3,1,3,6,5,Universitas Pasundan
40.0,1.0,0,3,0,1,3,2,4,6,4,Universitas Negeri Jakarta
32.0,0.0,1,3,1,2,6,1,1,3,1,Kyrgyz National University
26.0,1.0,0,5,1,2,5,1,1,5,5,Smolensk Humanitarian University
19.0,0.0,0,5,0,1,6,1,1,6,5,Rice University
25.0,1.0,1,4,0,1,2,1,4,6,1,Rice University
27.0,0.0,1,0,1,5,4,2,1,4,3,Americanos College
26.0,0.0,0,3,0,1,4,1,2,6,2,Kyrgyz National University
31.0,1.0,1,4,0,4,6,4,1,6,1,Kyrgyz National University
22.0,1.0,1,5,0,1,3,2,7,5,4,Kyrgyz National University
43.0,1.0,0,5,1,5,6,2,2,5,4,Americanos College
45.0,1.0,1,5,1,3,3,2,3,5,6,Rice University
30.0,1.0,0,5,0,5,2,5,6,3,4,Universitas Pasundan
44.0,1.0,0,5,1,5,2,1,4,3,2,Smolensk Humanitarian University
26.0,1.0,0,1,0,1,4,5,3,4,6,Smolensk Humanitarian University
36.0,1.0,1,5,0,3,1,1,3,4,4,Rice University
45.0,1.0,1,5,0,4,4,4,4,3,2,Smolensk Humanitarian University
30.0,1.0,1,5,1,1,2,2,1,4,1,Rice University
37.0,1.0,0,4,1,2,2,5,4,1,2,Smolensk Humanitarian University
37.0,0.0,1,1,1,1,5,1,1,1,2,Universitas Pasundan
35.0,1.0,0,1,0,2,2,3,2,2,2,Americanos College
37.0,0.0,0,2,1,1,1,3,1,4,5,Universitas Negeri Jakarta
22.0,1.0,0,6,0,1,6,3,2,6,5,Americanos College
38.0,1.0,1,3,1,1,4,2,2,3,6,Universitas Negeri Jakarta
36.0,1.0,1,4,0,3,2,1,5,3,2,Smolensk Humanitarian University
37.0,1.0,1,4,1,1,2,1,3,2,2,Americanos College
35.0,0.0,0,1,0,2,6,1,1,3,5,Americanos College
27.0,0.0,1,1,0,1,6,2,1,5,2,Americanos College
37.0,1.0,0,4,0,5,4,2,1,6,5,Universitas Negeri Jakarta
49.0,0.0,1,6,1,5,5,2,1,4,3,Americanos College
27.0,1.0,1,2,1,1,2,3,2,6,5,Universitas Negeri Jakarta
45.0,0.0,0,5,1,5,6,1,6,2,6,Rice University
25.0,0.0,1,3,1,4,2,1,5,2,2,Americanos College
52.0,1.0,1,5,1,2,4,2,4,4,3,Kyrgyz National University
45.0,0.0,0,6,0,2,4,2,1,4,6,Universitas Negeri Jakarta
26.0,0.0,0,2,0,2,4,3,1,3,4,Smolensk Humanitarian University
38.0,0.0,1,1,1,2,6,1,2,2,2,Kyrgyz National University
33.0,1.0,0,4,1,1,2,2,4,3,6,Universitas Pasundan
45.0,1.0,1,4,0,5,3,1,3,3,3,Kyrgyz National University
43.0,1.0,1,2,1,4,2,2,3,1,2,Smolensk Humanitarian University
34.0,1.0,1,5,1,1,1,2,1,1,2,Kyrgyz National University
38.0,1.0,1,5,0,4,2,2,3,4,5,Smolensk Humanitarian University
37.0,0.0,0,5,1,1,6,1,2,6,4,Rice University
27.0,1.0,0,4,0,4,3,4,2,4,3,Americanos College
27.0,1.0,1,6,0,3,6,5,1,2,4,Americanos College
26.0,0.0,0,3,0,4,6,4,3,3,6,Smolensk Humanitarian University
43.0,0.0,0,4,0,2,2,3,1,4,6,Kyrgyz National University
31.0,1.0,1,5,0,1,3,2,1,2,6,Smolensk Humanitarian University
20.0,0.0,0,5,0,1,4,2,4,3,5,Smolensk Humanitarian University
37.0,1.0,1,3,1,2,1,4,4,5,6,Americanos College
19.0,1.0,0,5,0,5,6,5,1,2,5,Kyrgyz National University
30.0,1.0,1,4,0,2,3,1,3,4,3,Rice University
35.0,1.0,1,4,0,4,4,1,4,3,5,Universitas Negeri Jakarta
38.0,0.0,1,6,1,3,3,2,4,5,5,Rice University
33.0,1.0,1,6,0,3,3,1,8,1,1,Universitas Negeri Jakarta
22.0,1.0,0,6,1,2,1,1,1,6,2,Kyrgyz National University
36.0,0.0,0,3,1,1,2,3,1,3,6,University of Commerce Luigi Bocconi
22.0,0.0,0,6,0,2,6,1,1,6,4,Kyrgyz National University
33.0,1.0,0,5,1,2,5,1,1,3,5,Americanos College
26.0,1.0,1,4,0,1,1,5,2,2,6,Kyrgyz National University
46.0,0.0,1,4,1,1,4,2,2,5,2,Kyrgyz National University
35.0,0.0,1,2,0,1,6,3,3,2,6,Smolensk Humanitarian University
33.0,0.0,1,3,1,5,5,2,1,5,6,Universitas Negeri Jakarta
25.0,0.0,0,4,1,2,5,1,2,3,2,Americanos College
42.0,1.0,1,6,1,2,2,1,2,4,2,Universitas Negeri Jakarta
34.0,1.0,0,6,1,1,4,2,1,6,4,Americanos College
20.0,1.0,1,6,1,2,6,3,2,6,1,Kyrgyz National University
33.0,1.0,0,4,1,5,3,2,1,3,3,Kyrgyz National University
34.0,1.0,0,6,1,5,4,1,3,6,6,Universitas Negeri Jakarta
19.0,1.0,1,5,1,1,1,3,4,3,5,Americanos College
29.0,1.0,1,3,1,1,4,3,7,6,5,Kyrgyz National University
30.0,0.0,0,3,1,5,6,1,3,2,1,Smolensk Humanitarian University
26.0,1.0,1,2,1,4,5,2,4,4,5,Universitas Negeri Jakarta
34.0,0.0,0,2,0,1,6,1,1,6,3,Rice University
34.0,0.0,0,3,0,2,1,1,1,6,2,Smolensk Humanitarian University
51.0,0.0,1,5,0,1,6,2,1,6,4,Rice University
38.0,0.0,0,4,0,2,5,3,1,3,1,Kyrgyz National University
47.0,0.0,1,3,0,3,5,1,1,6,4,Rice University
30.0,1.0,0,6,0,1,6,1,4,5,1,Rice University
24.0,0.0,0,6,1,1,1,5,2,1,5,Smolensk Humanitarian University
30.0,1.0,0,3,0,2,1,1,2,3,5,Americanos College
40.0,0.0,1,1,1,1,3,5,1,5,4,Rice University
20.0,1.0,1,5,1,5,2,4,2,4,5,Kyrgyz National University
36.0,0.0,0,5,1,4,3,1,2,2,4,Rice University
31.0,0.0,1,0,0,1,6,3,2,6,3,Universitas Pasundan
42.0,1.0,1,6,1,2,2,2,8,4,5,Americanos College
36.0,1.0,0,5,0,1,5,2,8,2,2,Universitas Pasundan
28.0,0.0,1,0,1,5,2,1,1,4,5,Rice University
28.0,0.0,1,6,0,2,5,1,1,6,5,Universitas Negeri Jakarta
35.0,0.0,1,1,1,1,5,2,3,5,1,University of Commerce Luigi Bocconi
43.0,0.0,1,4,0,1,6,2,2,4,2,Smolensk Humanitarian University
24.0,1.0,1,4,1,1,3,2,3,4,3,Universitas Pasundan
23.0,0.0,0,3,1,4,6,2,4,4,1,Rice University
25.0,0.0,0,4,0,1,5,5,1,6,2,Kyrgyz National University
40.0,0.0,1,3,0,3,3,3,3,4,3,Smolensk Humanitarian University
46.0,1.0,0,6,0,1,2,2,4,2,1,Rice University
32.0,1.0,1,1,1,2,3,3,3,6,3,Smolensk Humanitarian University
38.0,0.0,0,4,1,2,4,1,1,2,5,Kyrgyz National University
41.0,0.0,0,2,0,2,2,1,1,5,2,Universitas Pasundan
42.0,1.0,1,3,0,1,3,2,2,6,4,Americanos College
28.0,0.0,0,3,0,1,3,5,2,2,2,Kyrgyz National University
31.0,0.0,1,5,1,2,5,3,1,4,3,Kyrgyz National University
24.0,0.0,0,2,1,3,5,1,1,4,2,University of Commerce Luigi Bocconi
49.0,1.0,1,4,1,2,1,2,2,4,5,Smolensk Humanitarian University
30.0,1.0,0,3,0,2,5,3,2,4,1,Universitas Negeri Jakarta
44.0,1.0,1,6,0,3,4,5,2,2,2,Americanos College
26.0,1.0,1,7,0,1,2,5,1,4,1,Rice University
32.0,0.0,1,2,1,5,2,1,1,2,1,Smolensk Humanitarian University
35.0,0.0,0,4,1,3,4,1,2,1,4,Kyrgyz National University
30.0,0.0,1,5,1,5,3,3,2,4,1,Universitas Negeri Jakarta
33.0,1.0,1,4,1,3,5,3,8,3,3,Americanos College
29.0,0.0,1,6,0,1,5,3,2,6,1,Kyrgyz National University
41.0,1.0,0,4,0,2,3,1,3,4,6,Rice University
32.0,1.0,1,5,0,5,4,5,5,5,2,Kyrgyz National University
26.0,0.0,0,6,1,2,6,2,7,3,6,University of Commerce Luigi Bocconi
32.0,1.0,0,6,1,1,3,1,1,2,4,Kyrgyz National University
26.0,1.0,0,4,0,3,2,1,4,1,2,Kyrgyz National University
36.0,0.0,0,4,0,1,5,1,1,2,1,Universitas Pasundan
32.0,1.0,0,3,0,1,1,5,2,4,4,Smolensk Humanitarian University
42.0,0.0,1,3,0,5,3,1,4,2,2,Smolensk Humanitarian University
40.0,0.0,1,4,1,3,5,4,2,4,5,Universitas Negeri Jakarta
46.0,1.0,0,1,1,3,2,1,3,2,4,Kyrgyz National University
36.0,1.0,1,4,0,1,5,4,2,5,1,Smolensk Humanitarian University
43.0,1.0,0,3,0,3,1,3,1,4,3,Smolensk Humanitarian University
42.0,1.0,0,6,1,1,4,1,1,2,6,Universitas Pasundan
30.0,1.0,1,5,1,2,6,1,1,1,5,Universitas Negeri Jakarta
37.0,1.0,1,7,1,2,1,1,2,6,5,Kyrgyz National University
36.0,1.0,0,5,1,3,4,1,4,5,6,Universitas Pasundan
21.0,0.0,0,5,1,1,1,3,1,1,3,Smolensk Humanitarian University
37.0,1.0,0,2,0,2,1,2,4,3,1,University of Commerce Luigi Bocconi
11.0,0.0,1,4,0,1,3,5,1,5,1,Kyrgyz National University
35.0,1.0,1,5,1,1,3,3,1,5,3,Universitas Negeri Jakarta
31.0,1.0,0,5,0,1,2,2,1,2,3,Kyrgyz National University
31.0,0.0,0,5,0,2,6,5,1,2,1,Universitas Pasundan
21.0,0.0,0,5,0,1,6,1,3,1,6,University of Commerce Luigi Bocconi
30.0,1.0,1,0,0,2,5,5,2,3,4,Smolensk Humanitarian University
46.0,0.0,1,5,1,1,5,3,2,3,3,Rice University
27.0,1.0,0,3,1,3,1,5,1,5,6,Universitas Pasundan
29.0,1.0,1,4,0,1,1,1,2,4,3,Universitas Pasundan
21.0,0.0,0,4,1,1,6,1,3,5,3,Americanos College
26.0,1.0,1,3,1,3,4,4,7,2,2,Rice University
32.0,1.0,0,4,0,1,6,1,1,2,6,Kyrgyz National University
33.0,1.0,0,5,0,2,3,2,1,5,6,Americanos College
34.0,1.0,1,5,1,4,5,5,2,6,3,Americanos College
22.0,1.0,0,4,1,5,5,1,1,6,4,Smolensk Humanitarian University
23.0,1.0,0,2,1,1,3,3,1,5,6,Americanos College
44.0,1.0,1,4,0,1,1,1,3,4,5,Kyrgyz National University
51.0,1.0,0,5,0,3,1,4,1,6,3,Americanos College
35.0,1.0,0,5,0,2,1,1,1,3,5,Americanos College
29.0,0.0,1,4,0,1,4,1,1,4,4,Smolensk Humanitarian University
32.0,1.0,1,5,1,2,4,5,3,6,3,Rice University
25.0,0.0,1,2,0,5,3,3,1,6,2,Kyrgyz National University
38.0,0.0,1,5,0,5,5,1,1,5,3,Americanos College
34.0,1.0,0,1,1,2,3,2,1,3,1,University of Commerce Luigi Bocconi
32.0,1.0,0,7,0,1,3,2,4,3,2,Universitas Pasundan
37.0,1.0,1,4,1,2,1,3,1,6,4,Universitas Negeri Jakarta
35.0,1.0,1,6,1,1,3,1,1,6,3,Smolensk Humanitarian University
37.0,0.0,1,3,1,2,2,4,1,5,1,Kyrgyz National University
31.0,1.0,0,4,1,5,4,2,4,2,3,Americanos College
49.0,1.0,1,4,0,4,6,2,1,3,2,Americanos College
41.0,0.0,1,6,0,2,6,3,3,6,3,Kyrgyz National University
55.0,1.0,0,7,0,1,4,2,3,3,1,Rice University
35.0,0.0,1,4,0,2,3,1,3,3,4,Rice University
31.0,1.0,1,4,1,2,1,1,1,6,5,Smolensk Humanitarian University
34.0,1.0,1,3,1,5,4,1,4,6,6,University of Commerce Luigi Bocconi
32.0,0.0,1,2,1,1,3,2,2,3,5,Smolensk Humanitarian University
28.0,0.0,0,3,0,1,4,1,1,6,1,University of Commerce Luigi Bocconi
38.0,1.0,0,6,0,1,6,2,7,3,4,Kyrgyz National University
38.0,0.0,1,4,0,2,6,1,5,5,1,Universitas Pasundan
21.0,0.0,0,4,1,1,6,2,1,6,1,Smolensk Humanitarian University
35.0,1.0,1,3,0,2,1,1,2,3,1,Kyrgyz National University
38.0,1.0,1,6,0,3,4,1,5,4,5,Smolensk Humanitarian University
44.0,1.0,1,4,1,2,3,1,3,6,4,Rice University
31.0,0.0,1,4,1,1,4,2,1,6,4,Americanos College
29.0,1.0,0,5,1,5,3,1,1,3,1,Kyrgyz National University
40.0,0.0,1,3,1,1,2,1,1,5,1,Smolensk Humanitarian University
38.0,0.0,0,2,1,1,3,4,1,2,4,Universitas Negeri Jakarta
38.0,0.0,0,0,0,1,4,5,5,1,3,University of Commerce Luigi Bocconi
25.0,1.0,0,5,1,5,5,3,1,4,2,Kyrgyz National University
31.0,1.0,0,3,1,3,1,2,1,3,3,Kyrgyz National University
22.0,0.0,0,4,0,5,6,1,2,6,1,Kyrgyz National University
53.0,1.0,1,4,1,3,3,1,3,5,4,University of Commerce Luigi Bocconi
31.0,1.0,1,4,1,1,1,1,5,3,4,University of Commerce Luigi Bocconi
22.0,0.0,0,3,1,1,3,1,2,3,1,Kyrgyz National University
35.0,0.0,1,2,0,1,6,1,2,4,3,Kyrgyz National University
36.0,1.0,1,4,1,3,5,3,6,1,5,Universitas Pasundan
44.0,1.0,0,6,1,5,2,1,6,6,1,Americanos College
17.0,0.0,1,3,1,5,6,1,2,2,4,Universitas Pasundan
30.0,0.0,0,2,1,1,1,2,6,6,6,Rice University
41.0,0.0,1,4,1,1,6,2,1,5,1,Smolensk Humanitarian University
41.0,1.0,0,4,1,1,6,5,4,4,4,University of Commerce Luigi Bocconi
28.0,1.0,1,5,0,5,1,1,1,3,2,Smolensk Humanitarian University
40.0,1.0,1,3,1,2,4,2,8,4,2,Americanos College
37.0,0.0,0,5,1,2,4,1,1,6,2,Universitas Pasundan
29.0,0.0,1,4,1,2,4,1,1,2,3,Kyrgyz National University
33.0,0.0,1,3,1,3,6,2,1,6,1,Kyrgyz National University
45.0,0.0,0,4,1,5,3,3,2,3,2,Americanos College
48.0,0.0,0,3,0,1,1,2,1,3,5,Kyrgyz National University
33.0,0.0,1,5,0,2,5,1,2,5,1,Smolensk Humanitarian University
34.0,1.0,1,4,1,5,3,2,3,6,6,Rice University
45.0,1.0,1,3,0,5,1,1,1,5,1,Universitas Negeri Jakarta
42.0,1.0,0,3,1,2,4,2,6,6,1,Smolensk Humanitarian University
50.0,1.0,1,6,0,3,3,2,1,4,6,Rice University
30.0,0.0,0,2,0,5,4,3,1,3,3,University of Commerce Luigi Bocconi
30.0,1.0,1,4,1,3,6,5,2,3,6,Kyrgyz National University
31.0,1.0,0,4,1,1,1,1,2,6,1,Universitas Pasundan
46.0,0.0,1,3,0,2,4,3,2,6,3,University of Commerce Luigi Bocconi
27.0,1.0,1,5,0,4,3,1,4,1,3,Universitas Pasundan
51.0,1.0,0,5,1,2,3,3,2,6,1,University of Commerce Luigi Bocconi
37.0,1.0,0,4,1,1,5,5,3,6,3,Universitas Negeri Jakarta
31.0,1.0,0,5,0,1,6,3,2,5,4,Americanos College
39.0,1.0,0,3,0,1,3,3,6,1,4,Americanos College
31.0,0.0,1,3,1,5,4,1,1,3,1,Rice University
29.0,1.0,0,4,1,3,2,3,1,1,5,Kyrgyz National University
32.0,1.0,1,4,1,5,4,5,4,3,4,University of Commerce Luigi Bocconi
40.0,1.0,0,5,0,1,5,2,1,6,4,Universitas Negeri Jakarta
37.0,0.0,0,2,1,4,6,1,4,3,3,Americanos College
48.0,1.0,0,5,0,1,1,5,3,5,2,Kyrgyz National University
26.0,1.0,0,6,0,4,1,3,8,5,4,Americanos College
36.0,1.0,1,4,0,1,1,5,1,6,4,Americanos College
36.0,1.0,1,6,1,1,2,1,1,4,4,Kyrgyz National University
30.0,0.0,0,5,1,4,1,1,1,5,4,Kyrgyz National University
24.0,1.0,0,5,1,1,2,5,4,1,3,Kyrgyz National University
28.0,1.0,1,5,1,1,4,4,6,4,6,University of Commerce Luigi Bocconi
32.0,1.0,1,5,1,4,6,2,4,1,2,Americanos College
34.0,1.0,0,5,1,1,3,2,3,6,6,Rice University
21.0,1.0,1,5,0,4,6,1,2,4,3,Universitas Negeri Jakarta
29.0,1.0,1,6,1,1,6,1,2,2,5,Americanos College
39.0,1.0,1,4,0,2,3,1,4,3,4,Kyrgyz National University
27.0,1.0,0,1,0,1,3,2,1,5,5,Smolensk Humanitarian University
43.0,1.0,0,2,1,5,1,1,4,3,4,Rice University
42.0,1.0,1,5,0,2,5,1,4,2,1,Americanos College
36.0,1.0,0,6,0,5,4,1,3,3,6,Americanos College
37.0,1.0,1,7,0,1,4,5,3,4,1,Rice University
28.0,0.0,0,6,1,3,4,5,2,3,6,Kyrgyz National University
26.0,0.0,0,3,1,1,2,1,1,3,1,Universitas Negeri Jakarta
31.0,1.0,1,3,1,2,3,4,1,5,3,University of Commerce Luigi Bocconi
23.0,1.0,1,2,1,1,3,1,6,2,5,Universitas Negeri Jakarta
47.0,0.0,0,2,1,1,3,1,1,2,3,Smolensk Humanitarian University
39.0,1.0,1,4,0,1,4,1,8,6,2,Rice University
49.0,1.0,1,7,1,1,3,4,1,3,2,Rice University
27.0,0.0,1,2,0,1,6,4,1,6,4,Rice University
27.0,0.0,1,4,0,1,6,2,2,6,5,Universitas Pasundan
42.0,0.0,0,5,1,3,6,1,2,3,5,Universitas Pasundan
41.0,0.0,0,3,0,1,6,5,1,4,2,Kyrgyz National University
24.0,0.0,0,4,1,5,6,2,1,2,4,University of Commerce Luigi Bocconi
30.0,0.0,0,5,1,1,3,2,2,3,3,Rice University
35.0,1.0,0,5,1,1,4,5,2,4,4,Americanos College
30.0,1.0,1,4,0,1,3,1,2,2,5,Americanos College
47.0,0.0,0,4,0,4,3,2,1,3,1,University of Commerce Luigi Bocconi
49.0,1.0,0,4,0,5,5,2,3,1,2,Kyrgyz National University
44.0,1.0,1,4,0,1,1,2,2,2,5,Kyrgyz National University
37.0,0.0,1,4,1,5,5,4,2,3,6,Kyrgyz National University
31.0,1.0,1,6,1,5,4,1,6,2,3,Universitas Pasundan
27.0,1.0,1,4,1,1,4,3,8,3,3,Universitas Pasundan
53.0,0.0,1,5,0,2,4,3,1,6,4,Universitas Negeri Jakarta
21.0,0.0,1,5,0,1,5,1,3,2,4,Kyrgyz National University
36.0,0.0,1,5,1,2,6,2,4,6,3,Kyrgyz National University
54.0,0.0,0,2,1,2,5,1,1,2,3,Universitas Pasundan
40.0,0.0,1,1,0,5,6,2,1,6,5,Smolensk Humanitarian University
20.0,1.0,0,3,0,5,1,1,1,4,2,Americanos College
33.0,1.0,0,3,0,1,6,5,1,2,2,Rice University
31.0,1.0,0,6,0,3,5,4,2,5,5,Universitas Negeri Jakarta
29.0,1.0,1,5,0,2,1,5,8,6,1,Kyrgyz National University
38.0,1.0,0,5,1,5,1,2,2,3,4,Smolensk Humanitarian University
25.0,0.0,0,3,1,1,6,1,1,6,3,Smolensk Humanitarian University
21.0,1.0,0,6,0,2,1,4,1,3,6,Universitas Negeri Jakarta
25.0,0.0,1,5,0,1,3,3,1,2,4,Universitas Pasundan
47.0,1.0,0,4,0,1,1,4,6,4,6,Americanos College
20.0,0.0,0,5,0,3,6,5,1,4,3,Kyrgyz National University
38.0,0.0,0,3,0,3,1,5,5,2,3,Kyrgyz National University
15.0,0.0,1,5,1,1,3,4,4,4,1,Rice University
35.0,1.0,0,4,1,5,4,1,5,5,6,Universitas Pasundan
44.0,1.0,1,5,1,4,6,1,4,5,3,Rice University
20.0,0.0,0,3,0,1,1,1,1,2,1,University of Commerce Luigi Bocconi
44.0,1.0,0,6,1,1,3,4,2,2,6,Americanos College
49.0,0.0,1,7,0,5,4,2,1,5,4,Universitas Pasundan
53.0,0.0,1,7,1,2,6,3,1,4,2,Universitas Pasundan
40.0,1.0,0,1,0,5,2,4,3,4,5,Americanos College
36.0,0.0,0,2,1,3,6,5,1,2,2,Americanos College
46.0,0.0,1,5,0,3,1,2,1,6,1,Smolensk Humanitarian University
52.0,0.0,0,5,1,1,2,1,2,2,4,Kyrgyz National University
27.0,0.0,0,5,0,5,6,1,1,2,3,University of Commerce Luigi Bocconi
42.0,1.0,1,5,0,4,3,1,5,4,6,Smolensk Humanitarian University
41.0,0.0,1,5,0,5,6,1,1,3,5,Rice University
22.0,1.0,0,5,1,2,4,3,4,5,2,University of Commerce Luigi Bocconi
20.0,1.0,0,3,0,2,2,3,3,2,2,Smolensk Humanitarian University
31.0,1.0,1,6,0,1,2,1,1,1,6,Kyrgyz National University
32.0,1.0,0,5,1,5,5,1,5,4,3,Universitas Negeri Jakarta
34.0,0.0,0,3,0,2,3,2,1,6,4,University of Commerce Luigi Bocconi
39.0,1.0,0,4,0,5,4,2,1,4,4,Universitas Pasundan
42.0,0.0,1,3,1,1,5,5,3,3,6,Kyrgyz National University
31.0,1.0,0,5,1,5,2,2,1,3,3,Americanos College
52.0,0.0,0,4,1,1,5,1,5,5,2,University of Commerce Luigi Bocconi
22.0,1.0,1,3,1,4,2,1,8,6,6,Kyrgyz National University
43.0,1.0,0,6,0,1,5,5,1,5,1,Rice University
31.0,1.0,1,4,1,3,4,2,4,2,5,Rice University
31.0,0.0,1,6,0,2,4,1,7,3,5,Americanos College
49.0,0.0,1,5,1,4,5,2,1,6,2,Universitas Negeri Jakarta
45.0,1.0,0,5,1,2,1,1,3,3,6,Smolensk Humanitarian University
30.0,1.0,1,2,1,3,1,2,5,3,2,Kyrgyz National University
48.0,1.0,1,4,1,1,3,1,2,2,3,Kyrgyz National University
15.0,1.0,1,4,0,3,3,5,2,4,3,Universitas Pasundan
44.0,1.0,0,6,1,5,2,2,1,4,2,Americanos College
37.0,0.0,1,0,0,1,3,3,2,4,4,University of Commerce Luigi Bocconi
23.0,0.0,0,3,1,1,6,4,2,4,4,Kyrgyz National University
23.0,0.0,1,3,0,1,6,4,4,6,4,University of Commerce Luigi Bocconi
21.0,1.0,0,5,0,5,2,3,1,3,4,Smolensk Humanitarian University
38.0,1.0,0,3,0,1,3,2,5,2,3,Kyrgyz National University
36.0,0.0,1,3,1,5,3,1,1,4,3,Universitas Pasundan
38.0,1.0,0,3,0,1,1,1,2,6,1,Americanos College
34.0,0.0,1,6,1,5,1,4,1,6,5,Smolensk Humanitarian University
42.0,0.0,0,6,0,2,3,2,2,4,3,Americanos College
15.0,1.0,0,4,0,1,4,1,5,6,3,Universitas Pasundan
42.0,0.0,0,6,1,2,1,2,3,6,5,Universitas Pasundan
36.0,1.0,0,5,1,1,3,2,4,2,1,Kyrgyz National University
43.0,1.0,0,6,1,1,5,2,4,6,4,University of Commerce Luigi Bocconi
46.0,1.0,1,4,0,5,2,3,2,3,5,Smolensk Humanitarian University
25.0,1.0,1,5,1,1,6,5,7,4,2,Smolensk Humanitarian University
30.0,0.0,1,4,1,5,5,1,2,4,6,Americanos College
43.0,0.0,0,5,1,4,5,2,1,5,4,Rice University
43.0,0.0,0,3,0,2,1,5,1,3,1,Rice University
33.0,0.0,1,4,0,1,5,1,1,2,4,Americanos College
40.0,1.0,0,5,1,3,4,5,2,2,2,Americanos College
23.0,1.0,0,4,0,4,1,5,2,6,1,University of Commerce Luigi Bocconi
26.0,1.0,1,4,0,1,3,5,2,2,6,Universitas Negeri Jakarta
14.0,0.0,0,0,0,1,5,3,2,5,1,Universitas Negeri Jakarta
32.0,1.0,1,6,0,5,5,2,1,3,2,University of Commerce Luigi Bocconi
39.0,1.0,1,4,0,4,1,1,3,5,3,Kyrgyz National University
34.0,0.0,1,6,1,1,3,5,2,4,5,Smolensk Humanitarian University
29.0,1.0,1,6,1,2,1,3,2,5,2,Rice University
42.0,0.0,1,4,1,1,6,1,5,4,5,Smolensk Humanitarian University
40.0,1.0,1,4,0,1,1,5,2,3,1,Kyrgyz National University
33.0,0.0,0,2,0,1,3,4,3,3,1,Kyrgyz National University
41.0,0.0,0,3,1,1,4,1,4,6,6,Universitas Pasundan
23.0,1.0,0,7,1,2,4,1,2,5,6,Smolensk Humanitarian University
44.0,0.0,0,3,0,5,1,5,2,6,6,Kyrgyz National University
62.0,0.0,0,6,0,5,6,5,1,6,5,Kyrgyz National University
58.0,0.0,1,4,1,3,6,1,1,4,1,Smolensk Humanitarian University
29.0,1.0,0,5,1,1,2,1,1,4,5,Smolensk Humanitarian University
22.0,1.0,1,3,0,3,1,2,1,3,4,Rice University
31.0,1.0,0,7,1,1,2,1,2,6,3,Rice University
49.0,0.0,0,6,0,1,5,1,2,3,6,Smolensk Humanitarian University
24.0,0.0,0,3,1,1,4,1,3,4,1,Universitas Pasundan
33.0,0.0,0,1,0,5,5,4,5,3,2,Kyrgyz National University
37.0,1.0,1,6,0,2,4,2,4,2,1,Smolensk Humanitarian University
33.0,1.0,0,2,0,2,1,1,2,3,6,Smolensk Humanitarian University
31.0,1.0,1,2,0,2,3,1,4,6,2,Universitas Pasundan
28.0,1.0,0,4,1,3,5,3,2,6,4,University of Commerce Luigi Bocconi
28.0,1.0,0,6,1,2,2,5,3,2,4,Smolensk Humanitarian University
13.0,1.0,0,2,0,5,5,4,2,2,3,Americanos College
